,M1646_1,M1647_1,M01135_GAMYB_Q2,M0040_1,M0041_1,M1313_1,M0149_1,M01164_SQUA_01,M2368_1,M0008_1,M2369_1,ATHB2_binding_site_motif,M1561_1,LS5_promoter_element,M1678_1,M1679_1,M0821_1,E2F_DP_BS_in_AtCDC6,ACE_promoter_motif,M0037_1,M2356_1,M00151_AG_01,M0036_1,M2357_1,M1365_1,M01191_HDG7_01,SORLREP1,EveningElement_promoter_motif,OBP-1-4-5_BS_in_GST6,M1697_1,M1696_1,M0265_1,M0264_1,M2363_1,M00440_CG1_Q6,M1211_1,T-box_promoter_motif,M00819_KNOX3_01,M0142_1,M00417_ATHB9_01,M1921_1,Bellringer_replumless_pennywise_BS3_IN_AG,M1319_1,SORLIP1,M00344_RAV1_02,M00942_CPRF1_01,M01054_BHLH66_01,M00681_WRKY_Q2,M00376_TGA1A_Q2,M00441_GBF_Q2,M01114_E2F_Q2,M00479_ALFIN1_Q2,M1326_1,M1327_1,SORLIP3,AP1_BS_in_AP3,TGA1_binding_site_motif,M1576_1,M0370_1,M0371_1,M0840_1,M1618_1,M0841_1,M1619_1,M00089_ATHB1_01,M0591_1,M0590_1,ATB2_AtbZIP53_AtbZIP44_GBF5_BS_in_ProDH,M1650_1,M2662_1,M0765_1,M0764_1,Inr,M1842_1,M2341_1,M0020_1,M0021_1,M0653_1,M00943_TAF1_01,M00345_GAMYB_01,EIN3_BS_in_ERF1,AGL15_BS_in_AtGA2ox6,M0155_1,M0014_1,M0272_1,M0273_1,M0015_1,M2374_1,M00408_MADSA_Q2,M01133_AG_Q2,M1346_1,HSEs_binding_site_motif,M1680_1,M1681_1,M1403_1,SORLREP3,M1402_1,M1331_1,M1330_1,M00969_ATMYB15_01,Y_Patch,M01180_SPL14_01,M1940_1,M1941_1,M0682_1,Bellringer_replumless_pennywise_BS2_IN_AG,M01194_PDF2_01,CCA1_binding_site_motif,OBF4-5_BS_in_GST6,M0847_1,M0846_1,M0019_1,M0018_1,M2379_1,M00352_DOF1_01,M0376_1,M1656_1,M1657_1,M1303_1,M0762_1,M0763_1,M0158_1,M0027_1,M2346_1,AG_BS_in_SPL_NOZ,M0026_1,M2347_1,M1620_1,M00968_ATMYB77_01,M01189_CBNAC_02,M00700_ROM_Q2,M00654_OSBZ8_Q6,M0654_1,M0655_1,M00404_MADSB_Q2,M0166_1,M0167_1,M0153_1,M00371_CPRF2_Q2,M1309_1,M0768_1,M0769_1,M00949_AGL15_01,M00506_LIM1_01,M1686_1,M0081_1,M0080_1,M0013_1,M2373_1,M0012_1,M1341_1,M1340_1,M1404_1,M1405_1,M00788_EMBP1_02,M1663_1,M00392_AGL3_01,M01062_AGL2_02,M1336_1,M1337_1,M1277_1,AtMYB2_BS_in_RD22,LFY_consensus_binding_site_motif,M1276_1,M00401_ABF1_03,M00434_PIF3_01,ARF_binding_site_motif,SBP-box_promoter_motif,M0581_1,M0329_1,M00702_SPF1_Q2,SORLREP5,M1315_1,M1314_1,JASE1_motif_in_OPR1,M1566_1,M1700_1,M00442_ABF_Q2,M1701_1,Nonamer_promoter_motif,M1567_1,M0268_1,M0269_1,M0850_1,M0851_1,M0079_1,M0078_1,CArG1_motif_in_AP3,M0256_1,M2351_1,M0030_1,M2350_1,M0031_1,M0257_1,M00367_HBP1A_Q2,M1363_1,M0262_1,M0004_1,M2365_1,M0005_1,M2364_1,M0263_1,M00370_CPRF3_Q2,AP1_BS_in_SUP,CArG2_motif_in_AP3,M1690_1,M1691_1,M0677_1,M0145_1,M00439_C1_Q2,DRE_promoter_motif,CArG3_motif_in_AP3,M00375_TGA1B_Q2,M01006_AGP1_01,SORLIP5,M0073_1,M0072_1,M00315_GEN_INI_B,M01186_STF1_01,M1321_1,M1320_1,M01050_ARR10_01,M2380_1,M2381_1,M0649_1,M0648_1,M01188_CBNAC_01,ATHB6_binding_site_motif,M0156_1,M0157_1,M0665_1,M1345_1,M1344_1,M0849_1,M0848_1,M0017_1,M0271_1,M0270_1,M0016_1,M00950_AG_02,M2377_1,M1683_1,M1682_1,CArG_promoter_motif,M01156_BZR1_01,M1332_1,PI_promoter_motif,M1333_1,M1400_1,M1401_1,M01021_ID1_01,M0029_1,M2348_1,M0028_1,M2349_1,M0681_1,RY-repeat_promoter_motif,M0680_1,M1943_1,M0121_1,M1575_1,M0373_1,M0372_1,M1689_1,M1688_1,M0843_1,M0842_1,M1836_1,M2661_1,M0766_1,M0767_1,GCbox,CAATbox,M1278_1,M00653_OCSBF1_01,M2342_1,M0023_1,M2343_1,M0022_1,M0162_1,M0163_1,M01052_MYB80_01,M0650_1,M0651_1,M01192_HDG9_01,JASE2_motif_in_OPR1,M00937_TGA1A_Q2_01,M0758_1,M0759_1,M1338_1,M1339_1,M1694_1,M1695_1,M1569_1,M00958_ABI4_01,M2361_1,M0266_1,M01055_NAC691_01,SORLREP2,M0267_1,M00368_CPRF_Q2,LFY_BS_in_AP3,M2699_1,M00343_RAV1_01,CBF1_BS_in_cor15a,M00948_PCF2_01,M00369_TAF1_Q2,M0258_1,M0259_1,M1325_1,W-box_promoter_motif,M1324_1,RAV1-B_binding_site_motif,M1416_1,M0771_1,M0770_1,DPBF1_2_binding_site_motif,M1645_1,M1644_1,M0043_1,M00936_HBPA1_Q6_01,M0854_1,CCA1_motif1_BS_in_CAB1,MYB_binding_site_promoter,M00353_DOF2_01,M00366_EMBP1_Q2,M1562_1,L1-box_promoter_motif,M1563_1,TEF-box_promoter_motif,M01061_AGL2_01,SORLIP2,M0646_1,M00635_GT1_Q6,Hexamer_promoter_motif,EIL1_BS_in_ERF1,M0034_1,M2355_1,M0252_1,M0035_1,M2354_1,ATHB1_binding_site_motif,M00503_ATHB5_01,DRE-like_promoter_motif,M00735_ZAP1_01,M00507_TRAB1_Q2,M0261_1,M0007_1,M0006_1,M0260_1,M1693_1,M1692_1,M0369_1,M1648_1,M1649_1,M0229_1,M0588_1,M0589_1,M0146_1,M0147_1,M0039_1,M2358_1,M0038_1,M2359_1,LS7_promoter_element,M01179_CBT_01,M00435_PIF3_02,M1322_1,M1323_1,M00393_AGL3_02,M00399_ABF1_01,M1410_1,M1411_1,M1677_1,M2383_1,M2382_1,M00660_RITA1_01,M0582_1,M0583_1,GATA_promoter_motif_LRE,M1316_1,M1317_1,M1642_1,CCA1_motif2_BS_in_CAB1,M1702_1,TATAbox,M1564_1,M1699_1,BoxII_promoter_motif,M01059_AGL1_01,M00501_ANT_01,M0853_1,M0852_1,M00952_PCF5_01,Z-box_promoter_motif,octamer_promoter_motif,M1329_1,GA,M2863_1,M1195_1,Ibox_promoter_motif,M00355_PBF_01,M0255_1,M2352_1,M0033_1,M2353_1,M01193_ML1_01,M0032_1,M0151_1,M0150_1,SORLIP4,M00502_TEIL_01,M01060_AGL1_02,M00354_DOF3_01,M00361_CDC5_01,M1932_1,M1684_1,M1685_1,M01136_DOF_Q2,M0118_1,M0119_1,M01126_BPC1_Q2,M00970_ATMYB84_01,M1343_1,M2371_1,M0010_1,M2370_1,M0011_1,ABFs_binding_site_motif,CBF2_binding_site_motif,M00945_CPRF2_01,M01187_STF1_02,M1335_1,M1334_1,M1407_1,TELO-box_promoter_motif,M1406_1,E2F_binding_site_motif,M01128_SED_Q2,M00149_SBF1_01,M1274_1,M1275_1,M0844_1,M0845_1,Bellringer_replumless_pennywise_BS1_IN_AG,M00697_HBP1B_Q6,PRHA_BS_in_PAL1,M0761_1,M0760_1,MRE_motif_in_CHS,M1655_1,M1209_1,VOZ_binding_site,SORLREP4,M01130_PBF_Q2,M0024_1,M2345_1,M0025_1,M2344_1,M00946_TGA1B_01,M00400_ABF1_02,M01057_ERF2_01,M0165_1,M0164_1,M0657_1,M0656_1
Chr5_+_5303348_AT5G16230_tair(+),24,22,36,37,35,27,34,35,39,36,31,52,23,42,22,22,19,41,37,36,44,31,36,27,33,35,48,42,29,33,26,39,28,40,34,28,53,36,17,20,43,35,31,28,30,32,28,35,40,37,35,36,23,24,26,26,40,19,20,16,30,34,33,28,24,32,38,33,30,34,28,21,33,25,51,35,31,30,35,40,61,25,24,37,32,30,42,29,32,32,28,28,31,19,36,52,38,33,30,39,40,29,53,27,20,31,26,46,59,32,31,41,34,28,36,17,18,16,41,35,17,33,34,32,52,34,152,35,39,34,24,28,42,42,35,22,25,31,40,30,22,20,30,35,31,42,33,35,39,34,23,10,32,31,31,23,31,28,37,32,25,31,26,35,56,29,15,32,35,28,31,22,35,24,37,24,31,34,28,36,23,34,33,26,36,29,29,35,30,48,26,26,35,31,37,28,19,30,20,35,31,35,37,35,37,28,31,28,69,34,35,46,45,24,54,34,41,25,42,20,31,31,20,34,30,32,22,37,32,33,31,24,25,13,24,25,32,39,41,38,27,33,20,33,34,18,34,42,43,24,44,39,51,37,38,25,31,23,24,23,26,23,20,35,20,29,33,22,17,21,25,22,25,44,46,34,35,32,36,34,37,22,32,28,22,32,31,26,26,30,29,28,31,18,29,28,33,32,50,34,35,31,31,54,40,18,35,33,35,30,31,26,22,25,25,16,48,20,21,35,27,40,41,41,33,35,24,32,23,24,29,11,36,27,36,52,40,34,33,29,28,32,35,34,32,29,30,40,36,20,28,28,21,17,21,23,34,38,28,24,27,27,28,25,28,27,27,29,26,31,47,38,25,23,39,29,43,31,134,54,18,28,9,44,28,32,19,28,29,30,36,35,17,16,44,28,25,61,28,26,31,34,28,69,39,35,30,35,30,30,34,30,30,30,27,20,20,29,52,23,25,58,35,26,24,30,32,31,35,41,42,40,36,27,38,47,44,35,38,34,42,21,25,27,52,24,30,26,29,38,31,33,24,41,27,36,34,43,37,35,41,27,30,31,33,37
Chr5_+_8092969_AT5G23960_tair(+),35,27,31,31,36,33,38,27,32,48,32,24,40,31,32,33,28,63,54,32,58,41,29,34,33,44,35,51,43,36,31,48,35,49,39,37,51,40,25,41,50,41,33,31,37,34,44,27,40,50,34,58,37,34,38,28,52,13,20,26,33,24,30,19,29,48,61,32,44,38,38,28,57,31,60,25,26,52,41,28,67,42,52,24,48,46,27,42,56,30,42,37,28,32,35,47,32,36,34,44,41,29,58,40,31,37,33,54,65,36,36,29,33,36,49,25,35,41,31,40,26,35,32,38,46,35,101,28,34,37,35,54,35,39,57,44,34,37,40,47,26,31,32,31,32,47,27,45,42,24,36,19,43,39,53,43,44,38,43,38,30,30,30,34,51,52,45,31,33,39,19,38,49,38,30,39,35,54,34,38,39,41,48,38,32,22,38,46,44,45,39,38,43,44,43,37,28,24,40,29,53,44,43,31,54,26,29,27,53,45,25,50,42,32,43,38,39,20,55,30,39,36,35,62,37,36,31,35,45,36,26,32,44,23,35,27,47,47,28,31,38,30,28,36,22,29,38,32,39,35,50,24,61,32,53,20,55,34,32,34,17,27,19,30,30,33,24,34,39,31,34,24,39,30,30,49,26,47,23,32,42,26,26,39,26,47,51,29,27,24,47,33,32,31,28,39,27,61,42,36,39,29,36,37,36,35,45,37,47,31,38,34,29,25,40,23,50,30,33,29,43,26,39,43,57,37,32,37,30,40,44,11,31,22,31,48,32,36,37,23,36,41,40,34,40,43,40,35,30,33,30,31,37,35,29,43,54,58,43,38,29,44,33,39,36,29,42,29,40,39,61,32,23,23,42,34,31,28,71,41,30,37,8,49,30,34,24,35,36,39,52,41,20,38,37,34,34,58,42,31,36,48,33,43,25,41,32,35,38,36,45,28,39,51,28,43,30,33,67,43,27,66,56,32,32,29,42,20,55,44,36,50,39,33,34,54,46,45,32,32,31,23,22,35,44,38,31,33,41,43,39,39,40,43,40,27,48,29,42,41,47,22,35,37,44,33
Chr5_-_14225422_AT5G36150_tair(-),35,40,39,41,35,39,38,41,39,53,39,41,39,33,31,37,35,35,41,33,52,41,32,32,30,43,40,50,37,33,35,36,35,45,31,35,39,36,21,33,35,27,42,40,38,26,34,27,24,28,31,48,38,43,29,35,39,21,25,23,31,34,30,23,31,39,42,31,35,39,37,34,35,40,61,31,33,41,27,43,63,44,42,37,37,39,29,36,56,43,38,46,33,33,26,55,33,42,41,47,33,37,48,47,27,26,43,56,59,27,34,39,37,45,44,17,42,36,41,37,32,35,44,27,56,45,138,39,39,34,29,31,36,34,54,34,36,32,30,37,35,33,37,42,37,41,34,55,34,30,38,15,49,39,31,34,43,38,46,41,21,31,24,43,47,37,37,36,23,25,32,25,39,38,25,41,36,39,34,28,33,34,42,30,31,21,34,43,34,40,42,38,51,34,30,39,30,35,33,28,44,26,27,38,44,33,30,36,81,43,28,44,35,34,34,43,42,27,38,34,40,40,39,44,33,34,28,44,36,28,31,41,41,12,37,26,34,27,32,43,39,36,32,46,36,34,37,39,38,35,43,36,54,36,53,36,37,29,40,34,16,35,30,33,25,34,23,36,32,37,34,28,34,30,26,30,30,30,32,33,38,39,21,34,42,28,44,50,48,35,40,33,42,42,34,33,22,35,36,35,30,43,36,47,50,43,29,27,32,38,29,44,24,30,28,34,47,37,35,25,36,46,47,40,34,37,37,39,32,33,43,15,35,30,21,51,43,34,38,36,36,36,41,30,42,36,29,38,30,31,33,31,24,39,45,23,41,42,38,35,30,35,35,35,25,36,39,31,44,38,53,33,30,27,35,36,26,27,73,37,38,37,8,51,31,50,33,32,28,41,35,46,15,42,37,26,34,44,29,35,40,40,28,37,36,37,42,47,35,27,44,32,44,40,34,47,33,35,49,38,25,54,55,31,32,33,38,28,28,24,26,34,45,41,37,44,41,40,27,25,26,27,17,29,61,33,43,41,39,47,35,45,36,38,43,33,40,34,31,30,49,27,37,34,35,32
Chr5_+_17053517_AT5G42600_tair(+),52,50,50,42,49,34,51,32,49,45,54,32,39,32,30,28,32,77,54,50,46,32,50,52,35,44,24,55,47,35,34,30,32,75,52,39,56,52,23,46,52,27,40,45,45,40,59,28,39,55,39,71,47,32,30,38,40,17,24,39,34,30,38,45,33,47,35,37,52,40,47,43,45,34,51,40,35,42,38,49,141,38,65,39,50,39,47,51,39,40,43,48,28,30,32,76,31,34,44,53,54,31,49,45,40,21,35,59,116,46,33,39,52,47,44,26,54,55,26,46,46,49,48,37,45,39,90,47,49,42,53,48,37,31,41,57,46,46,39,39,49,45,35,57,33,56,35,44,59,45,38,32,62,48,45,48,54,47,32,46,30,38,37,46,99,69,27,29,37,42,18,36,42,47,29,35,26,72,34,39,33,42,39,26,35,32,43,81,49,46,35,52,41,50,45,46,41,39,28,42,60,42,36,36,63,34,27,45,83,48,34,92,44,42,41,34,33,36,61,31,46,36,55,45,36,33,43,35,52,52,38,37,40,20,33,37,45,28,44,33,47,29,25,35,24,36,39,37,45,27,38,43,45,52,47,37,46,44,48,34,31,46,24,31,22,25,35,48,31,45,48,44,32,30,39,62,46,43,41,46,57,42,23,30,49,41,58,40,39,29,45,31,42,31,58,53,45,71,48,42,45,52,47,47,43,54,38,42,33,48,34,32,34,37,47,49,50,52,46,35,53,34,34,41,37,44,30,34,28,57,48,20,28,20,17,115,31,53,50,38,47,36,37,38,36,44,44,52,55,41,30,33,47,44,57,45,36,48,56,32,46,56,47,61,29,58,74,39,46,39,89,58,40,28,53,32,37,29,54,32,38,29,10,54,28,63,30,31,25,54,60,28,32,47,32,33,29,35,52,33,32,37,46,46,40,58,42,35,44,45,45,45,48,39,50,40,31,32,40,29,35,38,54,32,38,39,45,35,44,44,42,55,26,47,44,49,52,44,40,28,43,38,21,34,59,48,67,45,44,81,49,31,47,46,33,40,63,50,48,42,88,35,55,51,37,33
Chr5_+_18003255_AT5G44630_tair(+),36,34,36,35,36,31,35,40,26,39,49,35,38,41,32,42,27,44,50,34,52,38,31,37,32,30,37,44,39,39,35,45,35,59,36,36,50,29,19,40,48,40,32,44,31,38,36,28,30,35,25,33,32,32,35,45,53,11,22,29,26,22,38,25,34,33,50,31,44,34,32,27,38,33,55,32,28,34,34,34,55,43,39,31,38,38,25,35,43,41,31,51,31,36,38,45,28,44,37,38,42,31,41,44,31,38,21,59,58,36,36,33,47,30,35,19,35,40,31,40,29,29,32,33,44,29,85,36,25,26,37,38,34,23,42,36,28,33,31,37,35,27,30,46,34,48,39,38,38,28,31,21,33,33,47,46,32,27,44,38,28,32,20,44,44,41,29,34,33,41,29,40,41,27,37,28,32,52,35,38,28,39,44,27,33,23,34,54,38,52,24,33,36,42,40,29,32,32,36,32,48,38,36,48,43,32,32,27,63,42,29,49,38,31,38,28,28,23,50,22,39,37,40,48,31,29,25,38,37,33,27,35,31,21,39,27,41,33,42,39,28,35,29,40,28,30,49,26,36,32,34,39,50,35,45,28,35,33,31,28,17,33,26,30,30,31,23,34,36,30,31,26,34,24,26,38,29,47,40,32,37,37,24,34,33,30,50,36,36,30,29,38,34,27,48,44,32,41,31,40,40,28,41,47,38,36,37,32,45,28,36,26,17,34,33,22,40,45,34,28,37,32,41,37,37,38,26,43,29,36,30,22,25,27,25,55,29,33,34,32,30,30,36,34,32,36,38,35,36,38,33,36,19,43,35,33,47,54,35,28,34,35,36,38,42,38,49,31,33,34,50,35,25,25,35,32,27,31,86,56,42,33,12,44,33,23,27,37,36,36,41,43,17,27,33,30,19,47,41,24,37,41,36,53,41,37,24,29,36,38,46,36,32,32,31,42,31,36,45,33,25,57,39,37,42,29,29,33,46,44,32,45,34,34,33,38,36,45,29,37,26,22,21,31,57,33,54,34,37,57,42,45,22,45,38,35,36,34,41,38,60,32,35,32,35,20
Chr5_+_19456960_AT5G48010_tair(+),38,41,56,37,39,30,39,36,37,41,65,37,32,40,27,32,34,55,60,44,59,50,39,46,40,27,27,45,34,38,42,39,34,54,49,37,55,39,33,47,48,40,39,46,47,37,41,31,45,50,42,59,43,32,36,20,43,14,17,18,30,31,31,31,21,39,42,36,39,29,38,40,52,41,63,38,31,40,39,47,108,28,46,41,45,38,39,45,52,43,40,50,31,32,36,46,35,39,42,47,68,39,54,40,34,33,28,49,78,51,31,37,46,58,48,17,45,37,42,35,35,44,46,38,49,37,118,43,37,34,40,46,49,27,58,39,42,45,43,41,36,38,29,56,36,43,46,46,53,47,35,15,51,44,43,38,39,48,42,39,37,39,22,40,68,50,31,37,29,36,25,29,41,45,32,32,31,50,36,41,29,39,43,24,27,32,51,66,45,41,40,51,42,50,41,41,38,39,34,36,56,36,40,45,55,25,26,35,77,51,40,79,44,37,30,38,39,44,43,32,44,38,45,45,40,34,30,33,47,41,35,32,45,8,32,37,32,34,49,43,48,30,26,40,23,35,42,41,46,30,37,49,55,46,59,35,43,24,41,48,21,28,18,30,28,28,16,44,24,40,34,38,30,30,34,49,50,39,47,50,44,25,23,34,27,39,40,40,37,31,45,28,38,33,55,42,40,54,38,42,46,52,48,55,40,49,44,46,40,34,33,30,37,40,34,35,55,40,32,45,44,30,37,50,45,45,41,44,22,48,49,18,40,30,27,92,39,45,46,33,46,27,32,44,30,41,43,43,49,39,25,30,35,32,45,47,50,46,50,44,35,43,37,44,36,48,53,41,41,40,69,57,31,26,37,34,43,28,100,35,37,40,9,46,31,38,28,34,28,58,50,31,23,30,46,44,32,43,44,26,30,37,36,46,44,55,33,43,42,35,54,37,54,47,44,44,30,41,56,28,30,55,61,33,28,35,34,40,46,45,45,37,45,38,55,49,49,47,40,31,35,31,16,32,66,42,64,37,39,66,41,32,32,62,31,40,50,44,47,41,78,39,45,43,42,35
Chr5_-_19504357_AT5G48110_tair(-),30,28,26,24,32,39,26,39,32,45,31,41,27,22,23,34,24,42,36,34,46,37,25,24,36,22,31,51,36,26,37,35,33,39,30,41,48,32,15,28,40,32,32,32,27,27,41,43,27,29,25,50,24,23,30,48,46,11,29,22,35,18,36,18,31,43,50,22,40,30,30,30,40,39,50,25,26,48,26,27,41,36,36,27,34,32,27,31,33,34,31,31,21,37,37,51,27,36,36,34,41,27,33,37,19,34,31,50,49,33,30,27,29,25,44,26,32,29,39,29,25,37,24,26,29,28,70,37,32,27,24,34,39,23,46,42,24,27,26,39,33,29,33,24,26,31,28,49,39,29,28,10,24,21,35,37,40,36,33,25,25,39,36,49,42,40,20,28,24,35,26,22,30,24,23,25,28,39,37,32,25,37,39,28,35,12,27,42,33,32,32,29,33,36,24,35,32,25,36,27,40,23,25,45,27,26,23,25,74,41,29,37,23,34,40,36,33,28,40,24,34,32,33,47,29,39,34,40,32,29,19,28,30,15,31,16,32,33,30,35,35,29,22,37,36,26,34,31,25,32,30,28,49,28,48,22,31,26,30,17,9,28,29,22,23,26,28,33,30,32,21,18,29,32,31,33,27,32,25,26,36,21,17,50,30,30,40,31,36,33,36,28,35,24,24,37,29,25,47,32,29,34,31,40,37,37,23,27,32,31,30,21,19,22,28,24,33,34,23,25,22,48,31,30,36,30,28,41,22,42,42,15,34,34,34,41,35,33,40,19,32,25,24,24,37,21,28,32,28,37,25,32,19,30,35,40,45,38,21,27,22,27,26,39,22,29,39,21,33,43,40,23,17,24,32,32,33,21,67,38,33,33,8,39,31,39,20,33,26,36,32,40,16,22,43,30,35,51,30,23,32,46,31,39,27,34,24,28,40,39,32,24,35,38,24,32,31,35,48,31,35,47,36,31,29,25,22,21,37,39,25,36,35,31,19,39,27,27,30,24,23,13,21,30,62,22,35,31,34,43,33,29,21,30,46,24,34,33,36,25,34,19,32,31,34,28
Chr5_-_19838162_AT5G48930_tair(-),60,65,71,86,86,45,51,59,77,67,89,31,69,45,54,49,56,169,55,91,63,62,84,61,42,48,31,27,65,60,52,51,78,140,71,60,69,86,27,61,92,38,65,55,84,64,64,50,63,91,71,129,55,43,46,32,67,40,37,64,59,70,62,86,33,45,43,38,68,43,70,65,64,28,53,73,80,41,84,59,217,52,86,72,78,55,79,61,53,41,60,35,62,60,39,33,27,28,62,92,109,50,74,61,51,24,45,42,197,77,46,81,95,84,57,29,83,81,28,50,61,57,86,51,68,77,121,73,77,74,71,87,35,32,55,67,74,69,74,41,64,58,33,102,65,52,69,66,73,77,69,30,59,39,54,65,48,45,60,63,53,41,52,47,181,112,31,28,68,60,26,37,47,45,31,49,60,125,59,54,49,80,68,35,44,62,61,111,75,86,57,81,73,81,75,64,77,68,41,77,98,68,71,49,145,56,49,77,34,79,46,169,75,56,59,76,71,63,86,45,57,55,85,68,41,37,61,26,69,57,56,68,45,15,49,77,61,45,81,47,44,60,54,57,51,46,51,61,37,59,81,84,62,86,57,39,57,42,85,47,46,66,31,52,55,49,31,46,42,65,64,71,57,39,34,80,75,74,77,69,86,53,48,44,42,73,80,64,62,67,56,55,50,43,92,65,62,99,29,47,72,95,90,71,80,76,81,65,54,63,44,41,47,56,57,52,60,71,79,70,74,33,33,55,46,70,66,40,45,79,56,34,26,21,61,181,65,69,65,85,64,40,45,56,65,74,69,91,93,79,55,60,37,80,79,67,32,55,60,75,90,66,91,55,44,96,113,46,49,42,149,70,66,59,85,59,50,68,92,48,63,35,7,48,49,22,55,59,43,69,76,40,40,66,34,56,46,76,109,33,44,51,66,91,90,73,50,67,53,62,68,42,60,58,81,51,50,54,50,33,18,58,117,77,40,79,62,65,70,73,71,78,75,61,48,50,41,62,60,35,93,61,19,47,44,87,102,62,56,183,69,39,53,57,38,82,90,99,87,70,151,74,70,62,41,32
Chr5_+_21981996_AT5G54160_tair(+),25,29,33,32,29,22,31,29,26,47,60,32,27,33,32,35,21,79,19,35,46,31,26,35,37,34,36,53,31,37,43,36,30,36,21,30,53,39,16,40,25,29,19,36,32,21,32,30,30,29,20,31,27,38,40,30,39,8,27,26,33,26,38,25,29,31,44,24,28,45,33,26,66,37,41,26,27,47,24,42,89,45,30,28,28,33,35,32,37,30,40,50,38,34,44,40,26,40,25,21,67,28,25,33,24,31,38,58,92,31,45,34,36,38,30,15,28,25,25,29,27,29,33,36,30,33,75,32,26,35,35,48,36,33,44,28,22,25,29,20,32,27,30,55,33,34,25,43,35,27,25,20,34,24,20,34,37,24,31,27,38,37,26,44,46,26,36,39,26,15,31,42,38,19,34,27,35,38,36,28,33,32,36,38,40,16,29,49,18,43,28,24,37,23,28,36,18,26,26,28,45,25,27,39,71,33,29,13,71,48,39,78,31,36,32,31,36,28,31,27,37,27,38,35,31,34,34,40,24,26,13,28,25,16,40,25,30,31,34,27,24,32,30,29,37,28,35,33,31,34,52,35,39,29,39,27,44,36,40,19,11,35,30,32,33,29,36,37,27,30,28,30,29,32,21,29,26,19,33,19,38,28,17,38,17,30,35,33,32,22,26,30,38,27,35,22,14,40,42,24,29,23,26,37,36,29,26,23,31,32,34,39,21,20,33,26,35,25,37,29,39,32,48,40,34,24,21,38,22,27,32,17,36,18,31,79,38,26,31,28,18,36,40,35,43,20,21,30,29,20,33,37,19,37,31,32,54,44,35,30,22,33,27,31,38,37,24,27,40,26,45,24,12,24,35,24,25,20,94,46,27,30,6,47,31,18,25,37,33,30,40,46,22,28,28,26,24,32,32,23,33,36,29,49,35,24,27,29,32,29,47,33,27,30,25,23,27,41,38,28,26,53,27,23,27,30,34,27,30,21,27,29,32,33,27,38,26,27,48,29,17,14,14,39,56,39,66,40,35,95,28,48,20,54,48,27,29,34,33,31,51,27,29,29,38,39
Chr5_-_26757236_AT5G67030_tair(-),50,56,56,64,62,35,54,44,49,63,65,13,43,53,57,54,39,164,55,72,48,49,59,65,46,53,40,40,48,57,53,52,67,105,54,51,66,63,16,55,69,31,55,51,65,56,65,61,46,64,63,115,52,48,47,30,75,29,40,51,49,56,68,57,37,43,48,31,55,34,49,47,59,15,46,57,57,63,64,41,181,46,85,48,79,53,50,69,51,41,39,52,53,54,29,42,27,55,58,81,105,30,65,44,51,30,52,45,171,45,45,43,78,67,55,31,59,58,38,41,44,55,74,49,53,71,154,59,49,78,57,95,50,42,55,65,57,59,57,52,53,49,39,69,56,40,52,69,75,62,51,28,54,36,73,53,45,33,64,53,40,47,38,40,154,91,48,33,52,61,29,54,56,51,44,35,58,98,54,45,29,63,55,30,43,43,40,105,65,75,54,74,68,69,65,49,48,52,36,59,75,65,51,49,124,62,48,45,28,63,22,150,52,36,69,75,67,45,71,46,43,51,71,68,45,56,58,24,56,63,47,55,59,33,47,48,51,46,51,39,33,57,52,42,41,42,43,45,37,64,59,67,48,56,45,43,59,56,69,51,32,61,44,50,51,32,38,49,37,45,52,40,30,34,40,72,59,71,63,58,67,55,36,59,42,55,61,51,51,56,57,59,50,30,62,60,56,87,41,46,65,73,73,64,45,56,61,51,59,55,39,46,43,51,45,40,49,51,64,67,61,20,42,37,53,66,41,42,29,77,39,37,39,29,41,147,72,69,59,58,61,31,40,35,44,64,61,72,72,49,54,63,42,58,58,56,37,47,76,57,60,63,64,59,35,93,78,52,44,32,128,63,40,55,71,60,48,49,56,39,56,43,6,39,61,22,38,69,46,61,65,48,42,51,39,57,46,77,97,30,42,50,67,96,68,77,54,65,59,53,62,48,53,61,82,37,48,54,76,34,13,69,118,59,28,56,40,54,64,63,56,66,73,46,49,25,45,62,57,43,69,53,17,45,28,64,105,46,44,148,56,46,66,65,46,61,82,73,75,57,112,49,77,55,58,46
